MPN,Price,Producer,Name,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
V375-041R,#N/D,MSI,MSI GeForce GTX 1660 Ti Armor 6G OC,4.72E+12,243,2,1,0,1,1,0,0,1860,6,12000,130
V375-040R,303.95,MSI,MSI GeForce GTX 1660 Ti Gaming X 6G,4.72E+12,247,,1,0,1,1,0,0,1875,6,12000,130
V375-032R,283.96,MSI,MSI GeForce GTX 1660 Ti Ventus XS 6G,4.72E+12,204,2,1,0,1,3,0,0,1830,6,12000,120
V809-1662R,#N/D,MSI,MSI GeForce GTX 750 Ti 2GD5TLP,4.72E+12,165,2,0,0,1,0,1,1,1085,2,2700,60
V375-214R,#N/D,MSI,MSI Geforce RTX 2060 Super Gaming X,4.72E+12,248,2.5,1,0,1,3,0,0,1695,8,14000,175
V375-231R,304.65,MSI,MSI GeForce RTX 2060 Ventus GP 6G OC,4.72E+12,226,2,1,0,1,3,0,0,1710,6,14000,160
V373-002R,#N/D,MSI,MSI GeForce RTX 2070 Aero 8G,4.72E+12,268,2,1,1,1,3,0,0,1620,8,14000,175
V373-014R,#N/D,MSI,MSI GeForce RTX 2070 Armor 8G,4.72E+12,309,5,1,1,1,3,0,0,1620,8,14000,175
V373-013R,#N/D,MSI,MSI GeForce RTX 2070 Armor 8G OC,4.72E+12,309,5,1,1,1,3,0,0,1740,8,14000,185
V373-007R,#N/D,MSI,MSI GeForce RTX 2070 Gaming Z 8G,4.72E+12,307,5,1,0,1,3,0,0,1710,8,14000,225
V372-257R,#N/D,MSI,MSI Geforce RTX 2070 Super Gaming X Trio,4.72E+12,328,3,2,0,1,3,0,0,1800,8,14000,215
V372-003R,#N/D,MSI,MSI GeForce RTX 2080 Duke 8G OC,4.72E+12,314,5,1,1,1,3,0,0,1759,8,14000,225
V372-031R,#N/D,MSI,MSI GeForce RTX 2080 Gaming X Trio,4.72E+12,327,5,2,0,1,3,0,0,1759,8,14000,225
V372-248R,1370.19,MSI,MSI Geforce RTX 2080 Super Gaming X Trio,4.72E+12,328,2.75,2,0,1,3,0,0,1845,8,15500,250
V371-011R,#N/D,MSI,MSI GeForce RTX 2080 Ti Duke 11G OC,4.72E+12,314,2,2,0,1,3,0,0,1759,11,14000,260
V371-026R,1413.71,MSI,MSI GeForce RTX 2080 Ti Gaming X Trio,4.72E+12,327,2.5,2,1,1,3,0,0,1759,11,14000,250
V371-234R,#N/D,MSI,MSI GeForce RTX 2080 Ti Gaming Z Trio,4.72E+12,328,3,2,1,1,1,0,0,1755,11,16000,300
V809-3689R,394.96,MSI,MSI GeForce RTX 3060 Aero ITX 12G OC,4.72E+12,172,2,1,0,1,3,0,0,1759,12,15000,170
V389-402R,993.76,MSI,MSI GeForce RTX 3080 Gaming Z Trio 12GB LHR,4.72E+12,323,2.5,3,0,1,3,0,0,1759,12,19000,390
V389-408R,#N/D,MSI,MSI GeForce RTX 3080 Suprim X 12G LHR,4.72E+12,336,2.5,3,0,1,3,0,0,1759,12,19000,390
V389-400R,942.98,MSI,MSI GeForce RTX 3080 Ventus 3X Plus 12G OC LHR,4.72E+12,305,2.5,2,0,1,3,0,0,1759,12,19000,390
V517-003R,#N/D,MSI,MSI GeForce RTX 4060 Ti Gaming X,4.71E+12,247,2,1,0,1,3,0,0,2655,16,18000,160
V517-002R,#N/D,MSI,MSI GeForce RTX 4060 Ti Gaming X Slim,4.71E+12,338,2.5,1,0,1,3,0,0,2685,16,18000,160
V517-004R,#N/D,MSI,MSI GeForce RTX 4060 Ti Ventus 3X 16G OC,4.71E+12,308,2.5,1,0,1,3,0,0,2625,16,18000,160
GT 710 2GD3 LP,65.26,MSI,MSI GT 710 Low Profile,8.24E+11,146,1,0,0,1,0,1,1,954,2,1600,10
GTX-950-2GD5-OC,#N/D,MSI,MSI GTX 950 OC,4.72E+12,170,2,0,1,1,1,1,1,1253,2,6610,90
R9 280X GAMING 3G,#N/D,MSI,MSI R9 280X Gaming,8.24E+11,269,2,1,1,1,2,1,0,1020,3,6000,250
V314-011R,#N/D,MSI,MSI R9 380 Gaming,8.24E+11,268,2,0,2,1,1,1,1,1000,4,5800,190
V809-325R,#N/D,MSI,MSI Radeon RX 460 2G OC,4.72E+12,172,2,0,0,1,1,1,0,1210,2,3500,75
V809-2210R,#N/D,MSI,MSI Radeon RX 460 4G OC,4.72E+12,172,2,0,0,0,0,0,0,1210,4,14000,84
V809-2466R,#N/D,MSI,MSI Radeon RX 550 Aero ITX 2G OC,4.72E+12,155,2,0,0,0,0,0,0,1203,2,14000,50
V382-001R,230.99,MSI,MSI Radeon RX 5500 XT Gaming X,4.72E+12,247,2.5,1,0,1,3,0,0,1845,8,14000,140
V809-2467R,#N/D,MSI,MSI Radeon RX 560 Aero ITX 4G OC,4.72E+12,156,2,0,0,0,0,0,0,1196,4,14000,90
V381-231R,#N/D,MSI,MSI Radeon RX 5600 XT Gaming X,4.72E+12,297,2.5,1,0,1,3,0,0,1620,6,14000,150
V381-227R,#N/D,MSI,MSI Radeon RX 5600 XT Mech OC,4.72E+12,231,2.5,1,0,1,3,0,0,1620,6,14000,150
V341-077R,#N/D,MSI,MSI Radeon RX 570 Armor 4G OC,4.72E+12,246,2,1,0,0,0,0,0,1759,4,14000,120
V341-068R,#N/D,MSI,MSI Radeon RX 570 Gaming X 4G,4.72E+12,276,2,1,0,0,0,0,0,1759,4,14000,120
V803-891R,#N/D,MSI,MSI Radeon RX 5700,4.72E+12,270,2,1,1,1,3,0,0,1725,8,14000,180
V803-890R,#N/D,MSI,MSI Radeon RX 5700 XT,4.72E+12,270,2,1,1,1,3,0,0,1905,8,14000,225
V381-032R,417.42,MSI,MSI Radeon RX 5700 XT Gaming X,4.72E+12,297,3,2,0,1,3,0,0,1980,8,14000,225
V341-066R,#N/D,MSI,MSI Radeon RX 580 Armor 4G OC,4.72E+12,269,2,1,0,2,2,1,0,1366,4,3500,185
V341-064R,210.34,MSI,MSI Radeon RX 580 Armor 8G OC,4.72E+12,269,2,1,0,2,2,1,0,1366,8,8000,150
V341-062R,#N/D,MSI,MSI Radeon RX 580 Gaming X 4G,4.72E+12,276,2,1,0,2,2,1,0,1393,4,3500,185
V341-060R,#N/D,MSI,MSI Radeon RX 580 Gaming X 8G,4.72E+12,276,2,1,0,0,0,0,0,1393,8,14000,185
V341-081R,#N/D,MSI,MSI Radeon RX 580 Gaming X+ 8G,4.72E+12,279,2,2,0,0,0,0,0,1759,8,14000,185
V508-012R,151.59,MSI,MSI Radeon RX 6400 Aero ITX,4.72E+12,172,2,0,0,1,1,0,0,2321,4,14000,53
V803-870R,#N/D,MSI,MSI Radeon RX Vega 64 8G,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
V803-868R,#N/D,MSI,MSI Radeon RX Vega 64 Wave 8G,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
V803-883R,#N/D,MSI,MSI Radeon VII 16G,4.72E+12,280,2,2,0,1,1,0,0,1750,16,2000,300
NE5105001841F,#N/D,Palit,Palit GeForce GTX 1050 StormX,4.71E+12,166,2,0,0,0,0,0,0,1455,2,14000,75
NE5105T018G1H,#N/D,Palit,Palit GeForce GTX 1050 Ti KalmX,4.71E+12,182,2,0,0,0,0,0,0,1392,4,14000,75
NE5105T018G1F,#N/D,Palit,Palit GeForce GTX 1050 Ti StormX,4.71E+12,166,2,0,0,0,0,0,0,1392,4,14000,75
NE51060015J9D,#N/D,Palit,Palit GeForce GTX 1060 Dual,4.71E+12,252,2,0,1,0,0,0,0,1708,6,14000,120
NE51060015F9D,#N/D,Palit,Palit GeForce GTX 1060 Dual,4.71E+12,252,2,0,1,0,0,0,0,1708,3,14000,120
NE51060015J9J,#N/D,Palit,Palit GeForce GTX 1060 JetStream,4.71E+12,248,2,0,1,0,0,0,0,1708,6,14000,120
NE51060015J9F,#N/D,Palit,Palit GeForce GTX 1060 StormX,4.71E+12,252,2,0,1,0,0,0,0,1708,6,14000,120
NE51060S15J9J,#N/D,Palit,Palit GeForce GTX 1060 Super JetStream,4.71E+12,248,2.5,0,1,0,0,0,0,1847,6,14000,120
NE51060S15F9J,#N/D,Palit,Palit GeForce GTX 1060 Super JetStream,4.71E+12,248,2.5,0,1,0,0,0,0,1847,3,14000,120
NE51070015P2D,#N/D,Palit,Palit GeForce GTX 1070 Dual,4.71E+12,252,2,1,0,0,0,0,0,1683,8,14000,150
NE51070T15P2G,#N/D,Palit,Palit GeForce GTX 1070 GameRock,4.71E+12,285,2.5,1,0,0,0,0,0,1746,8,14000,150
NE51070H15P2G,#N/D,Palit,Palit GeForce GTX 1070 GameRock Premium Edition,4.71E+12,285,2.5,1,0,0,0,0,0,1873,8,50,150
NE51070015P2J,#N/D,Palit,Palit GeForce GTX 1070 JetStream,4.71E+12,285,2.5,1,0,0,0,0,0,1683,8,14000,150
NE51070S15P2J,#N/D,Palit,Palit GeForce GTX 1070 Super JetStream,4.71E+12,285,2.5,1,0,0,0,0,0,1835,8,14000,150
NEB1080T15P2G,#N/D,Palit,Palit GeForce GTX 1080 GameRock,4.71E+12,285,2.5,1,1,0,0,0,0,1784,8,14000,180
NEB1080H15P2G,#N/D,Palit,Palit GeForce GTX 1080 GameRock Premium Edition,4.71E+12,285,2.5,1,1,0,0,0,0,1885,8,14000,180
NEB1080015P2J,#N/D,Palit,Palit GeForce GTX 1080 JetStream,4.71E+12,285,2.5,1,1,0,0,0,0,1733,8,14000,180
NEB1080S15P2J,#N/D,Palit,Palit GeForce GTX 1080 Super JetStream,4.71E+12,285,2.5,1,1,0,0,0,0,1847,8,14000,180
NEB108T019LCF,#N/D,Palit,Palit GeForce GTX 1080 Ti Founders Edition,4.71E+12,266.7,2,1,1,1,3,0,0,1582,11,5500,250
NEB108TT15LCG,#N/D,Palit,Palit GeForce GTX 1080 Ti GameRock,4.71E+12,285,2.5,2,0,0,0,0,0,1505,11,14000,250
NEB108TH15LCG,#N/D,Palit,Palit GeForce GTX 1080 Ti GameRock Premium Edition,4.71E+12,285,2.5,2,0,0,0,0,0,1556,11,14000,250
NEB108T015LCJ,#N/D,Palit,Palit GeForce GTX 1080 Ti JetStream,4.71E+12,285,2.5,2,0,0,0,0,0,1582,11,14000,250
NEB108TS15LCJ,#N/D,Palit,Palit GeForce GTX 1080 Ti Super JetStream,4.71E+12,285,2.5,2,0,0,0,0,0,1645,11,14000,250
NE6166T018J9-161F,#N/D,Palit,Palit GeForce GTX 1660 Ti StormX 6G,4.71E+12,168,2,1,0,1,1,1,0,1770,6,12000,120
NE6166TS18J9-161F,#N/D,Palit,Palit GeForce GTX 1660 Ti StormX OC 6G,4.71E+12,168,2,1,0,1,1,1,0,1815,6,12000,120
NE5X75T00941H,#N/D,Palit,Palit GeForce GTX 750 Ti KalmX,4.71E+12,185,2,0,0,0,0,1,1,1085,2,2700,60
NE62070U20P2-1060A,#N/D,Palit,Palit GeForce RTX 2070 Gaming Pro OC,4.71E+12,292,2,1,1,1,3,0,0,1725,8,14000,220
NE62080020P2-180A,#N/D,Palit,Palit GeForce RTX 2080 Gaming Pro,4.71E+12,292,2,1,1,1,3,0,0,1710,8,14000,225
NE62080S20P2-180A,#N/D,Palit,Palit GeForce RTX 2080 Gaming Pro OC,4.71E+12,292,2,1,1,1,3,0,0,1815,8,14000,225
NE6208T020LC-150A,#N/D,Palit,Palit GeForce RTX 2080 Ti Gaming Pro,4.71E+12,292,5,2,0,1,3,0,0,1545,11,14000,260
NE6208TS20LC-150A,#N/D,Palit,Palit GeForce RTX 2080 Ti Gaming Pro OC,4.71E+12,292,5,2,0,1,3,0,0,1650,11,14000,260
GF1030GTLP2GEPB,#N/D,PNY,PNY GeForce GT 1030,3.54E+12,149.9,1,0,0,0,0,0,0,1468,2,14000,30
KF105IGTXXG4GEPB,#N/D,PNY,PNY GeForce GTX 1050 Ti XLR8 Gaming OC,3.54E+12,228,2,0,0,1,1,1,0,1759,4,3500,75
KF105IGTXXR4GEPB,#N/D,PNY,PNY GeForce GTX 1050 Ti XLR8 OC Gaming,3.54E+12,229.3,2,0,0,0,0,0,0,1759,4,14000,75
KF1060GTXXG6GEPB,#N/D,PNY,PNY GeForce GTX 1060 XLR8 Gaming OC,3.54E+12,172,2,0,1,0,0,0,0,1797,6,14000,120
KF1070GTXXG8GEPB,#N/D,PNY,PNY GeForce GTX 1070 XLR8 OC Gaming,3.54E+12,300,2,1,0,0,0,0,0,1797,8,4,150
KF1070GTXXR8GEPB,#N/D,PNY,PNY GeForce GTX 1070 XLR8 OC Gaming Dual Fan,3.54E+12,252,2,1,0,0,0,0,0,1708,8,14000,150
GF108IGTXCR11EPB,#N/D,PNY,PNY GeForce GTX 1080 Ti Custom Design,3.54E+12,266.7,2,1,1,0,0,0,0,1582,11,14000,250
GF108IGTX11EPB,#N/D,PNY,PNY GeForce GTX 1080 Ti Founders Edition,3.54E+12,266.7,2,1,1,1,3,0,0,1582,11,5500,250
KF108IGTXXG11EPB,#N/D,PNY,PNY GeForce GTX 1080 Ti XLR8 OC Gaming,3.54E+12,314,2,1,1,0,0,0,0,1645,11,14000,250
KF1080GTXXG8GEPB,#N/D,PNY,PNY GeForce GTX 1080 XLR8 OC Gaming,3.54E+12,300,2,1,0,0,0,0,0,1848,8,14000,180
VCG1660T6SFPPB-O,#N/D,PNY,PNY GeForce GTX 1660 Ti XLR8 Gaming OC,7.51E+11,168,2,1,0,1,1,1,0,1815,6,12000,120
VCG20608SDFPPB-O,438.88,PNY,PNY GeForce RTX 2060 SUPER XRL8 OC Twin Fan,7.51E+11,235,2,1,0,1,3,0,0,1680,8,14000,175
VCG20708DFPPB-O,665.21,PNY,PNY GeForce RTX 2070 XLR8 Gaming OC,7.51E+11,188,2,1,0,1,2,1,0,1710,8,14000,185
VCG2080T11BLMPB,1167.99,PNY,PNY GeForce RTX 2080 Ti Blower,7.51E+11,293,2,2,0,1,3,0,0,1545,11,14000,260
VCG2080T11TFMPB-O,1244.35,PNY,PNY GeForce RTX 2080 Ti XLR8 Gaming OC,7.51E+11,314,2,2,0,1,3,0,0,1545,11,14000,260
VCG20808TFPPB-O,#N/D,PNY,PNY GeForce RTX 2080 XLR8 Gaming OC Triple Fan,7.51E+11,293,2,1,1,1,3,0,0,1710,8,14000,225
VCG20808DFPPB-O,792.78,PNY,PNY GeForce RTX 2080 XLR8 Gaming OC Twin Fan,7.51E+11,293,2,1,1,1,3,0,0,1710,8,14000,225
AX R9 FURY X 4GBHBM-DH,#N/D,PowerColor,PowerColor R9 Fury X,4.72E+12,191,2,2,0,1,3,0,0,1050,4,1000,275
AXRX 460 4GBD5-DHV2/OC,#N/D,PowerColor,PowerColor Radeon RX 460 Red Dragon,4.72E+12,225,2,0,0,1,1,1,0,1212,4,3500,75
AXRX 460 2GBD5-DH/OC,#N/D,PowerColor,PowerColor Radeon RX 460 Red Dragon,4.72E+12,225,2,0,1,1,1,1,0,1212,2,3500,75
AXRX570 4GBD5-3DH/OC,172.55,PowerColor,PowerColor Radeon RX 570 Red Devil,4.72E+12,310,2,1,0,0,0,0,0,1320,4,14000,120
AXRX570 4GBD5-3DHD/OC,216.76,PowerColor,PowerColor Radeon RX 570 Red Dragon,4.72E+12,255,2,1,0,0,0,0,0,1250,4,14000,120
AXRX 5700XT 8GBD6-M3DH,240.60,PowerColor,PowerColor Radeon RX 5700 XT,4.71E+12,270,2,1,1,1,3,0,0,1905,8,14000,225
AXRX580 8GBD5-3DH/OC,239.11,PowerColor,PowerColor Radeon RX 580 Red Devil,4.72E+12,255,3,1,1,0,0,0,0,1380,8,14000,185
AXRX580 8GBD5-3DHG/OC,340.60,PowerColor,PowerColor Radeon RX 580 Red Devil Golden Sample,4.72E+12,255,3,1,1,0,0,0,0,1425,8,14000,185
AXRX 580 8GBD5-3DHD/OC,#N/D,PowerColor,PowerColor Radeon RX 580 Red Dragon,4.72E+12,255,2,1,0,1,3,1,0,1759,8,4000,185
AXRX580 8GBD5-3DHDV2/OC,213.44,PowerColor,PowerColor Radeon RX 580 Red Dragon V2,4.72E+12,255,2,1,0,0,0,0,0,1759,8,14000,185
AXRX VEGA 64 8GBHBM2-3DH,#N/D,PowerColor,PowerColor Radeon RX Vega 64,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
AXRX VEGA 64 8GBHBM2-3DHE,#N/D,PowerColor,PowerColor Radeon RX Vega 64 Limited Edition,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
AXRX VEGA 64 8GBHBM2-3DHW,#N/D,PowerColor,PowerColor Radeon RX Vega 64 Liquid,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
AXRX VEGA 64 8GBHBM2-2D2H/OC,#N/D,PowerColor,PowerColor Radeon RX Vega 64 Red Devil,4.71E+12,305,3,2,0,2,2,0,0,1607,8,5,300
AXVII 16GBHBM2-3DH,678.18,PowerColor,PowerColor Radeon VII,4.71E+12,280,2,2,0,1,3,0,0,1750,16,2000,300
100282TXSR,#N/D,Sapphire,Sapphire HD 5850 Toxic,4.90E+12,257,2,0,2,1,1,2,0,765,1,4500,170
11179-05-40G,#N/D,Sapphire,Sapphire HD 6870 Toxic,4.90E+12,238,2,0,2,1,2,2,0,970,1,4600,151
11201-17-20G,#N/D,Sapphire,Sapphire HD 7770 GHz Edition,8.41E+11,184,2,0,1,1,1,1,0,1000,1,4500,80
11199-19-20G,#N/D,Sapphire,Sapphire HD 7870 GHDual-X OC,8.41E+11,225,2,0,2,1,1,1,1,1050,2,4800,175
11295-05-20G,247.30,Sapphire,Sapphire Nitro+ Radeon RX 5500 XT 8GB Special Edition,4.90E+12,257,2.5,1,0,1,3,0,0,1845,8,14000,140
11266-14-20G,333.46,Sapphire,Sapphire Nitro+ Radeon RX 570 4G,4.90E+12,260,2,1,0,0,0,0,0,1340,4,14000,120
11266-09-20G,248.41,Sapphire,Sapphire Nitro+ Radeon RX 570 8G,4.90E+12,260,2,1,0,0,0,0,0,1340,8,14000,120
11293-03-40G,452.79,Sapphire,Sapphire Nitro+ Radeon RX 5700 XT,4.90E+12,135,2.5,2,0,2,2,0,0,2010,8,14000,225
11293-05-40G,468.86,Sapphire,Sapphire Nitro+ Radeon RX 5700 XT 8G Special Edition,4.90E+12,306,2.5,2,0,2,2,0,0,1759,8,14000,225
11293-10-40G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 5700 XT BE,4.90E+12,306,2.5,1,1,1,3,0,0,1980,8,14000,250
11265-07-20G,267.84,Sapphire,Sapphire Nitro+ Radeon RX 580 4G,4.90E+12,260,2,1,1,2,2,1,0,1411,4,7000,185
11265-01-20G,233.57,Sapphire,Sapphire Nitro+ Radeon RX 580 8G,4.90E+12,260,2,1,1,2,2,1,0,1411,8,8000,185
11265-00-40G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 580 8G Limited Edition,4.90E+12,260,2,1,1,2,2,1,0,1450,8,4000,185
11265-21-20G,276.96,Sapphire,Sapphire Nitro+ Radeon RX 580 8G Special Edition,4.90E+12,260,2,1,1,2,2,1,0,1430,8,8400,185
11289-07-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 590 8G 50th Anniversary,4.90E+12,260,2,1,1,2,2,1,0,1560,8,8000,235
11289-02-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 590 8G G,4.90E+12,260,2.5,1,1,2,2,1,0,1560,8,8400,175
11289-05-20G,#N/D,Sapphire,Sapphire Nitro+ Radeon RX 590 8G OC,4.90E+12,260,2,1,1,2,2,1,0,1560,8,8400,250
11289-01-20G,195.84,Sapphire,Sapphire Nitro+ Radeon RX 590 8G Special Edition,4.90E+12,260,2,1,1,2,2,1,0,1560,8,8400,175
11322-01-40G,#N/D,SAPPHIRE,Sapphire Nitro+ Radeon RX 7900 XTX Vapor-X,4.90E+12,320,3.5,3,0,2,2,0,0,1759,24,20000,355
11276-01-40G,609.74,Sapphire,Sapphire Nitro+ Radeon RX Vega 56,4.90E+12,316,3,2,0,2,2,0,0,1550,8,800,250
11275-03-40G,724.29,Sapphire,Sapphire Nitro+ Radeon RX Vega 64,4.90E+12,310,3,2,0,1,1,0,0,1580,8,945,300
11268-03-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 550 2G,4.90E+12,158,2,0,0,0,0,0,0,1759,2,14000,50
11268-01-20G,105.90,Sapphire,Sapphire Pulse Radeon RX 550 4G,4.90E+12,158,2,0,0,0,0,0,0,1759,4,14000,50
11295-03-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 5500 XT,4.90E+12,233,2,1,0,1,3,0,0,1845,4,14000,140
11295-01-20G,219.06,Sapphire,Sapphire Pulse Radeon RX 5500 XT,4.90E+12,233,2,1,0,1,3,0,0,1845,8,14000,140
11267-19-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 560 14CU 2G,4.90E+12,210,2,0,1,0,0,0,0,1266,2,14000,75
11267-02-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 560 16CU 2G,4.90E+12,210,2,0,1,0,0,0,0,1300,2,50,90
11267-00-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 560 16CU 4G,4.90E+12,210,2,0,1,0,0,0,0,1300,4,50,90
11296-01-20G,332.21,Sapphire,Sapphire Pulse Radeon RX 5600 XT,4.90E+12,254,2.5,1,0,1,3,0,0,1620,6,14000,150
11266-04-20G,213.50,Sapphire,Sapphire Pulse Radeon RX 570 4G,4.90E+12,230,2,1,0,0,0,0,0,1284,4,14000,120
11266-06-20G,203.10,Sapphire,Sapphire Pulse Radeon RX 570 Mini 4G,4.90E+12,170,2,0,1,0,0,0,0,1244,4,14000,120
11294-01-20G,349.64,Sapphire,Sapphire Pulse Radeon RX 5700,4.90E+12,254,2.5,1,1,1,3,0,0,1750,8,14000,180
11293-01-20G,441.02,Sapphire,Sapphire Pulse Radeon RX 5700 XT,4.90E+12,254,2.5,1,1,1,3,0,0,1925,8,14000,225
11293-09-20G,#N/D,Sapphire,Sapphire Pulse Radeon RX 5700 XT BE,4.90E+12,254,2.5,1,1,1,3,0,0,1925,8,14000,241
11265-09-20G,211.21,Sapphire,Sapphire Pulse Radeon RX 580 4G,4.90E+12,230,2,1,0,2,2,1,0,1759,4,7000,185
11265-05-20G,373.56,Sapphire,Sapphire Pulse Radeon RX 580 8G,4.90E+12,230,2,1,0,2,2,1,0,1366,8,8000,185
11315-01-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6400 Gaming,4.90E+12,170,1,0,0,1,1,0,0,2321,4,14000,55
11306-09-20G,#N/D,SAPPHIRE,Sapphire Pulse Radeon RX 6700 XT Gaming,4.90E+12,280,2.2,1,1,1,3,0,0,2581,12,16000,260
11276-02-40G,409.51,Sapphire,Sapphire Pulse Radeon RX Vega 56,4.90E+12,282,2.5,2,0,1,3,0,0,1512,8,14000,250
11222-06-20G,#N/D,Sapphire,Sapphire R7 260X,4.90E+12,177,2,0,1,1,1,1,0,1050,2,6000,116
11240-04-20,#N/D,Sapphire,Sapphire R7 370 Nitro,4.90E+12,211,2,0,1,1,1,1,1,985,4,5600,150
21227-00-40G,#N/D,Sapphire,Sapphire R9 290,8.41E+11,277,2,1,1,1,1,2,0,947,4,5000,300
11226-03-40G,#N/D,Sapphire,Sapphire R9 290X Tri-X OC,5.05E+12,305,2,1,1,1,1,2,0,1040,4,5200,300
11247-03-40G,#N/D,Sapphire,Sapphire R9 Fury Nitro,8.41E+11,307,2,2,0,1,3,0,0,1020,4,1000,275
21249-00-40G,#N/D,Sapphire,Sapphire R9 Nano,8.41E+11,152,2,1,0,1,3,0,0,1000,4,1000,175
11244-01-20G,#N/D,Sapphire,Sapphire R9 Nitro 390,4.90E+12,308,2.5,2,0,1,3,1,0,1040,8,6000,375
11163-02-20R,#N/D,Sapphire,Sapphire Radeon HD 5770 Eyefinity,4.90E+12,208,2,0,1,1,1,2,0,800,1,4800,108
11161-10-50R,#N/D,Sapphire,Sapphire Radeon HD 5870 Toxic,4.90E+12,282,2,1,1,1,1,2,0,925,2,4900,188
21165-00-51R,#N/D,Sapphire,Sapphire Radeon HD 5970,4.90E+12,305,2,1,1,0,1,2,0,725,2,4000,294
11180-00-20R,#N/D,Sapphire,Sapphire Radeon HD 6850,4.90E+12,241,2,0,2,1,1,1,0,725,1,4000,151
11188-05-50G,#N/D,Sapphire,Sapphire Radeon HD 6950,4.90E+12,267,2,0,2,1,1,1,1,800,2,1250,200
11187-03-40G,#N/D,Sapphire,Sapphire Radeon HD 6970 Dual Fan,4.90E+12,268,2,1,1,1,1,2,0,880,2,1375,250
21193-00-40g,#N/D,Sapphire,Sapphire Radeon HD 6990,4.90E+12,295,2,2,0,0,4,1,0,830,2,1250,375
11257-00-20G,#N/D,Sapphire,Sapphire Radeon RX 460 2G,4.90E+12,216,2,0,0,1,1,1,0,1210,2,3500,75
11257-02-20G,#N/D,Sapphire,Sapphire Radeon RX 460 Nitro 4G,4.90E+12,221,2,0,1,1,1,1,0,1250,4,3500,75
21294-01-20G,327.90,Sapphire,Sapphire Radeon RX 5700,4.90E+12,268,1,1,1,1,3,0,0,1725,8,14000,180
21293-01-40G,404.75,Sapphire,Sapphire Radeon RX 5700 XT,4.90E+12,272,2,1,1,1,3,0,0,1905,8,14000,225
21323-01-20G,#N/D,SAPPHIRE,Sapphire Radeon RX 7900 XT Gaming,4.90E+12,287,2.5,2,0,1,3,0,0,2400,20,20000,320
21276-00-20G,#N/D,Sapphire,Sapphire Radeon RX Vega 56,4.90E+12,272,2,2,0,0,0,0,0,1759,8,1600,250
21275-02-20G,#N/D,Sapphire,Sapphire Radeon RX Vega 64,4.90E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
21275-00-40G,#N/D,Sapphire,Sapphire Radeon RX Vega 64 Liquid Cooling,4.90E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
21291-01-40G,678.22,Sapphire,Sapphire Radeon VII,4.90E+12,280,2,2,0,1,1,0,0,1750,16,2000,300
11308-13-20G,#N/D,SAPPHIRE,Sapphire Toxic Radeon RX 6900 XT AIO Cooled,4.90E+12,270,2.5,2,1,1,3,0,0,2365,16,14000,0
SXX460768D5NM,#N/D,Sparkle,Sparkle GTX 460,4.71E+12,209,2,0,2,1,0,2,0,675,0.7,3600,150
FX-785A-CDFC,#N/D,XFX,XFX Double D HD 7850,7.45E+11,241,2,0,1,1,2,1,1,860,2,4800,130
FX-775A-ZNP4,#N/D,XFX,XFX HD 7750,1.32E+11,211,1,0,0,1,1,1,0,800,1,4500,55
FX-779A-ZNJ4,#N/D,XFX,XFX HD 7790 OC,7.79E+11,145,2,0,1,1,1,1,1,1075,1,6400,85
RX-460P4DFG5,#N/D,XFX,XFX Radeon RX 460 Dual Fan,7.79E+11,238,2,0,1,1,1,1,0,1220,4,3500,75
RX-460P2DFG5,#N/D,XFX,XFX Radeon RX 460 Dual Fan,7.79E+11,238,2,0,1,1,1,1,0,1220,2,3500,75
RX-460P2HFG5,#N/D,XFX,XFX Radeon RX 460 Passive Heatsink Edition,7.79E+11,204,2,0,0,1,1,1,0,1220,2,3500,75
RX-460P4HFG5,#N/D,XFX,XFX Radeon RX 460 Passive Heatsink Edition,7.79E+11,204,2,0,0,1,1,1,0,1220,4,3500,75
RX-460P2SFG5,#N/D,XFX,XFX Radeon RX 460 Single Fan,7.79E+11,238,2,0,1,1,1,1,0,1220,2,3500,75
RX-460P4SFG5,#N/D,XFX,XFX Radeon RX 460 Single Fan,7.79E+11,238,2,0,1,1,1,1,0,1220,4,3500,75
RX-460P2TFG5,#N/D,XFX,XFX Radeon RX 460 Single Slot,7.79E+11,167,1,0,1,1,1,1,0,1220,2,3500,75
